sample_id,qc_type,TG 52:2 [-16:0],TG 52:3 [-16:1],TG 52:3 [-18:2],TG 52:4 [-16:0],TG 52:4 [-18:1],TG 53:2 [-17:0],TG 54:2 [-18:0],TG 54:3 [-18:1],TG 54:4 [-18:0],TG 54:4 [-18:2],TG 54:5 [-18:1],TG 54:6 [-18:2],TG 56:6 [-20:4],TG 56:8 [-20:4],TG 58:8 [-22:6]
LT_batch2_64,SAMPLE,695.1758647355641,38.03776926046057,443.29482204391866,136.92673588436767,74.67351298932172,8.504318676181311,88.05050517862809,240.75066637569805,6.892703708057735,15.403636561971853,39.78636286983118,15.907239828213719,10.186729303594236,2.790260303364792,6.525433630352766
LT_batch2_65,SAMPLE,195.83740316149343,17.767062840330723,174.12727766092397,62.02851829672984,36.57473510345399,2.746722328116154,26.45021137047852,88.58885778215802,6.460524309307476,11.759485992170653,24.97470128646849,10.174151572589116,5.119916417938433,1.371843997680761,3.0566891323726733
LT_batch3_1,SAMPLE,1657.3657427537555,81.44960744255228,1079.7591195526106,478.10745391536983,202.14073224179933,16.814978488032143,214.24916547314533,647.6750220099989,32.15822261011255,60.30414823719386,146.37921222205318,105.58810155457441,33.06777934060516,17.09033536098151,9.577161903757753
LT_batch3_2,SAMPLE,214.81468983012832,14.484998859037658,189.4421490607374,77.53926029645653,33.73801624027643,2.89123995366207,22.325491951310482,86.37131489649046,6.2119453215319576,10.39331168852332,25.312085235358758,14.254522829852917,6.187619559199514,2.3667303327004596,3.6207222150457725
LT_batch3_3,SAMPLE,882.4275896920359,62.51187721059284,534.1259494074717,183.4708157679369,107.56730638511688,12.105951217479364,113.03199884051861,371.6726692560628,10.449232737418598,23.32728466852702,56.066182574801914,29.324622013002745,11.579893619755559,3.642709965072854,5.587557839195664
LT_batch3_4,SAMPLE,716.9237394316369,31.41622294550902,496.45097349192105,221.88707338683696,89.92432612995773,9.84980804339832,79.68715556801095,262.5180798442258,14.70537906487643,26.28434133842569,66.55276784875213,39.64274772022641,7.988879944938325,2.565254270689153,8.747646222252582
LT_batch3_5,SAMPLE,463.6136674721506,20.59065523075147,308.4294283685946,136.68059765012256,49.787623337653876,5.327307826760029,37.06381137937284,130.59791471804692,6.876620859438844,11.13888632687011,30.255589971783333,14.472393476624294,6.69697460875811,2.2749956345943056,8.006716399668791
LT_batch3_6,SAMPLE,1143.772767009363,92.86800302436545,787.1660353731454,382.56230789887906,196.1235559457805,14.07910963720864,126.37712417368296,592.3659473698798,26.80874573615905,53.47648277814796,144.5225589745881,90.2412287174806,13.856890961013496,6.6938215172623465,10.918517243337236
LT_batch3_7,SAMPLE,1239.2913300022565,78.47135933022675,1022.6819888797924,471.0930855871672,189.2958418429871,18.465030779420157,157.70197169670186,547.5870015185156,43.04957196400574,62.89707668215786,150.68836507350335,121.05829758744196,19.328520378284377,7.851442554000027,11.97504593267784
LT_batch3_8,SAMPLE,857.3618086810802,53.72125184783944,456.7406384487017,173.25205675681258,97.49284963262235,11.221189489739505,97.31871901542281,339.4788738478878,11.046013493063288,23.34185480389051,52.860034012380304,26.304837729318866,14.55073587028781,3.75309639665752,6.749796338468811
LT_batch3_9,SAMPLE,901.1553807448039,46.431554731845466,596.2363884171006,237.54006511497448,102.75816192809653,11.803661332202013,79.95782194278736,294.2625141706856,11.93920363284787,25.835913139588992,61.791433501267285,33.2455839224805,11.228041666782229,3.6472356406288244,11.293134707679899
LT_batch3_10,SAMPLE,367.68648274703895,29.24722574478941,212.62132974300226,76.91750113256035,45.73480857860466,5.900645910855165,58.387062265543086,158.17391272479364,5.835208397091262,13.15197382100144,32.02145173801804,10.733620929754624,12.120514368787742,5.475775840517924,2.0369857636891773
LT_batch3_11,SAMPLE,885.2744782134056,44.590342826612215,674.3687550309319,307.7151820409435,122.12496071339406,10.964080191045852,111.68615315694986,362.15906755130544,16.71798973565837,32.67607582160352,84.57552249561915,49.075152992642025,12.040747908832754,4.39041941298096,5.878726810216508
LT_batch3_12,SAMPLE,1126.8255392128704,65.70679441796096,703.4616291257228,269.35531762620855,124.52972693663088,12.009483396063054,127.112424260098,383.5909543688615,17.770067059161327,34.388910044971794,86.2633507568009,42.35111750043248,15.901419737584552,4.223398121908734,13.941417863153871
LT_batch3_13,SAMPLE,290.37043097606295,34.44609474958879,181.63852633887853,59.39040251805609,50.57557467131448,4.096768865953844,34.310234547644974,148.57008808933267,4.2781145168554,10.76539229760081,30.265252660587958,10.572987824950403,8.770118832472768,2.9470601765299254,5.96477013533755
LT_batch3_14,SAMPLE,772.6583296975912,54.69369126195547,373.14690462930685,119.22139344590695,78.6074030306432,11.970630203371496,85.86458588344635,238.80594658254216,7.856364784425708,18.829232389025382,38.713831794964214,14.151466188668186,10.790627393338271,3.8100212825243625,10.047373873356767
LT_batch3_15,SAMPLE,1349.016315073145,81.75287529357438,918.8685592030716,395.1331212239186,190.21555331336103,21.05976230438606,160.25754453443784,553.4721349421393,21.779737094374546,43.66779569758145,115.12124720909664,64.04360621292815,20.51173016196888,7.630269933440466,8.676637278196138
